Latitude,Longitude,Lanes_Blocked,is_self_accident,acc_year,acc_month,acc_day,acc_weekday,acc_hour,Direction_Numeric,Involved_car,Involved_bus,Involved_van,Involved_sportsveh,Involved_truck,Involved_taxi,Involved_motorcycle,Involved_puj,Involved_pick,Involved_uv,Involved_elf,Involved_trailer,Involved_pedestrian,Involved_rallyist,Involved_bicycle,Sum
14.550028,121.029058,1.0,0,2018,8,23,3,22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.550028,121.013365,1.0,0,2018,8,23,3,22,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
14.550028,121.029058,1.0,0,2018,8,23,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.61864,121.092133,1.0,0,2018,8,23,3,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
14.576702,121.050365,1.0,0,2018,8,23,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.576702,121.050365,1.0,0,2018,8,23,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.627928,121.047259,1.0,0,2018,8,23,3,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.604872,121.057809,1.0,0,2018,8,23,3,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.588871,121.065865,1.0,0,2018,8,24,4,9,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.588871,121.069619,1.0,0,2018,8,24,4,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14.588871,121.056314,1.0,0,2018,8,24,4,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.537979,121.004863,1.0,0,2018,8,24,4,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.537979,121.053801,1.0,0,2018,8,24,4,12,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.574014000000002,121.04841,1.0,0,2018,8,24,4,14,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
14.574014000000002,121.049747,1.0,0,2018,8,24,4,14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
14.574014000000002,121.06543700000002,2.0,0,2018,8,24,4,14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
14.550028,121.029058,1.0,0,2018,8,24,4,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14.550028,121.044814,1.0,0,2018,8,24,4,15,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
14.559503,121.06543700000002,1.0,0,2018,8,24,4,15,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
14.559503,121.07808,2.0,0,2018,8,24,4,16,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
14.633432,121.020029,2.0,0,2018,8,24,4,16,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
14.566348,121.045356,1.0,0,2018,8,24,4,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14.566348,121.053565,1.0,0,2018,8,24,4,18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
14.566348,121.069619,1.0,0,2018,8,24,4,18,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
14.619717,121.050978,1.0,0,2018,8,24,4,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.572454,121.047299,2.0,0,2018,8,24,4,18,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
14.572454,121.04841,1.0,0,2018,8,24,4,18,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
14.584119,121.055076,2.0,0,2018,8,24,4,19,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
14.586681,121.056314,1.0,0,2018,8,25,5,18,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
14.653542000000002,121.052687,1.0,0,2018,8,25,5,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
14.657668,121.017212,1.0,0,2018,8,25,5,19,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
14.657668,121.017212,1.0,0,2018,8,25,5,19,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
14.657414,121.003896,2.0,0,2018,8,25,5,21,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
14.60728,121.078528,1.0,0,2018,8,25,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
14.60728,121.029875,1.0,0,2018,8,25,5,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.655615,121.10425,1.0,1,2018,8,25,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
14.655615,121.026629,2.0,0,2018,8,25,5,6,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3
14.605472,121.079122,1.0,0,2018,8,25,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
